COUNTY,ADDRESS TO,STREET 1,STREET 2,CITY,STATE,ZIP,PHONE
Shrewsbury,Town Clerk,9823 COLD RIVER RD,"",SHREWSBURY,VT,05738,""
South Burlington City,CityClerk,575 DORSET ST,"",SOUTH BURLINGTON,VT,05403,""
South Hero,Town Clerk,PO BOX 175,"",SOUTH HERO,VT,05486,""
Springfield,Town Clerk,96 MAIN ST,"",SPRINGFIELD,VT,05156,""
Stamford,Town Clerk,986 MAIN RD,"",STAMFORD,VT,05352,""
Stannard,Town Clerk,PO BOX 94,"",GREENSBORO BEND,VT,05842,""
Starksboro,Town Clerk,PO Box 91,"",Starksboro,VT,05487,""
Stockbridge,Town Clerk,PO BOX  39,"",STOCKBRIDGE,VT,05772,""
Stowe,Town Clerk,PO BOX  248,"",STOWE,VT,05672,""
Strafford,Town Clerk,PO Box 27,"",Strafford,VT,05072,""
Stratton,Town Clerk,9 W JAMAICA RD,"",STRATTON,VT,05360,""
Sudbury,Town Clerk,36 BLACKSMITH LN,"",SUDBURY,VT,05733,""
Sunderland,Town Clerk,PO Box 295,"",East Arlington,VT,05252,""
Sutton,Town Clerk,167 UNDERPASS RD,"",SUTTON,VT,05867,""
Swanton,Town Clerk,PO BOX  711,"",SWANTON,VT,05488,""
Thetford,Town Clerk,PO Box 126,"",Thetford Center,VT,05075,""
Tinmouth,Town Clerk,515 N END RD,"",TINMOUTH,VT,05773,""
Topsham,Town Clerk,PO BOX 69,"",TOPSHAM,VT,05076,""
Townshend,Town Clerk,PO BOX 223,"",TOWNSHEND,VT,05353,""
Troy,Town Clerk,142 Main Street,"",North Troy,VT,05859,""
Tunbridge,Town Clerk,PO BOX 6,"",TUNBRIDGE,VT,05077,""
Underhill,Town Clerk,PO BOX 120,"",UNDERHILL CENTER,VT,05490,""
Vergennes,Vergennes City Clerk,PO BOX  35,"",VERGENNES,VT,05491,""
Vernon,Town Clerk,567 GOVERNOR HUNT RD,"",VERNON,VT,05354,""
Vershire,Town Clerk,6894 VT RTE 113,"",VERSHIRE,VT,05079,""
Victory,Town Clerk,PO BOX 609,"",NORTH CONCORD,VT,05858,""
Waitsfield,Town Clerk,9 Bridge St,"",Waitsfield,VT,05673,""
Walden,Town Clerk,12 VT RTE 215,"",WALDEN,VT,05873,""
Wallingford,Town Clerk,75 SCHOOL ST,"",WALLINGFORD,VT,05773,""
Waltham,Town Clerk,PO BOX 175,"",VERGENNES,VT,05491,""
Wardsboro,Town Clerk,PO BOX 48,"",WARDSBORO,VT,05355,""
Warren,Town Clerk,PO BOX  337,"",WARREN,VT,05674,""
Washington,Town Clerk,2895 VT RTE 110,"",WASHINGTON,VT,05675,""
Waterbury,Town Clerk,51 S MAIN ST,"",WATERBURY,VT,05676,""
Waterford,Town Clerk,PO BOX 56,"",LOWER WATERFORD,VT,05848,""
Waterville,Town Clerk,PO Box 31,"",Waterville,VT,05492,""
Weathersfield,Town Clerk,PO BOX 550,"",ASCUTNEY,VT,05030,""
Wells,Town Clerk,PO BOX  585,"",WELLS,VT,05774,""
West Fairlee,Town Clerk,870 VT Route 113,"",West Fairlee,VT,05083,""
West Haven,Town Clerk,2919 MAIN RD,"",WEST HAVEN,VT,05743,""
West Rutland,City Clerk,35 MARBLE ST,"",WEST RUTLAND,VT,05777,""
West Windsor,Town Clerk,PO BOX  6,"",BROWNSVILLE,VT,05037,""
Westfield,Town Clerk,38 SCHOOL ST,"",WESTFIELD,VT,05874,""
Westford,Town Clerk,1713 Vt RTE 128,"",WESTFORD,VT,05494,""
Westminster,Town Clerk,PO Box 147,"",Westminster,VT,05158,""
Westmore,Town Clerk,54 HINTON HILL RD,"",ORLEANS,VT,05860,""
Weston,Town Clerk,PO BOX 98,"",WESTON,VT,05161,""
Weybridge,Town Clerk,1727 QUAKER VILLAGE RD,"",WEYBRIDGE,VT,05753,""
Wheelock,Town Clerk,PO BOX 1328,"",LYNDONVILLE,VT,05851,""
Whiting,Town Clerk,29  S MAIN ST,"",WHITING,VT,05778,""
Whitingham,Town Clerk,PO BOX 529,"",JACKSONVILLE,VT,05342,""
Williamstown,Town Clerk,PO Box 646,"",Williamstown,VT,05679,""
Williston,Town Clerk,7900 WILLISTON RD,"",WILLISTON,VT,05495,""
Wilmington,Town Clerk,PO BOX 217,"",WILMINGTON,VT,05363,""
Windham,Town Clerk,5976 Windham Hill Rd,"",Windham,VT,05359,""
Windsor,Town Clerk,29 UNION ST,"",WINDSOR,VT,05089,""
Winhall,Town Clerk,PO BOX 389,"",BONDVILLE,VT,05340,""
Winooski,Town Clerk,27 W ALLEN ST,"",WINOOSKI,VT,05404,""
Wolcott,Town Clerk,PO Box 100,"",Wolcott,VT,05680,""
Woodbury,Town Clerk,PO BOX 10,"",WOODBURY,VT,05681,""
Woodford,Town Clerk,1391 VT RTE 9,"",WOODFORD,VT,05201,""
Woodstock,Town Clerk,31 THE GREEN,"",WOODSTOCK,VT,05091,""
Worcester,Town Clerk,PO BOX 161,"",WORCESTER,VT,05682,""
All regions,Supervisor of Elections,PO Box 1499,"",St. Thomas,VI,00804,""
Accomack County,General Registrar,PO Box 97,"",Accomack,VA,23301,""
Albemarle County,General Registrar,PMB 404,536 PANTOPS CENTER,CHARLOTTESVILLE,VA,22911,""
Alleghany County,General Registrar,110 ROSEDALE AVE STE D,"",COVINGTON,VA,24426,""
Amelia County,General Registrar,PO Box 481,"",Amelia,VA,23002,""
Amherst County,General Registrar,PO Box 550,"",Amherst,VA,24521,""
Appomattox County,General Registrar,PO Box 8,"",Appomattox,VA,24522,""
Arlington County,Office of Elections,2100 Clarendon Blvd Ste 320,"",Arlington,VA,22201,""
Augusta County,General Registrar,PO Box 590,"",Verona,VA,24482,""
Bath County,General Registrar,PO Box 157,"",Warm Springs,VA,24484,""
Bedford County,General Registrar,122 E MAIN ST STE 204,"",BEDFORD,VA,24523,""
Bland County,General Registrar,PO Box 535,"",Bland,VA,24315,""
Botetourt County,General Registrar,PO Box 62,"",Fincastle,VA,24090,""
Brunswick County,General Registrar,100 Tobacco St Rm 103,"",Lawrenceville,VA,23868,""
Buchanan County,General Registrar,PO Box 975,"",Grundy,VA,24614,""
Buckingham County,Director of Elections,PO Box 222,"",Buckingham,VA,23921,""
Campbell County,General Registrar,PO Box 103,"",Rustburg,VA,24588,""
Caroline County,General Registrar,PO Box 304,"",Bowling Green,VA,22427,""
Carroll County,General Registrar,Governmental Center,605-3 PINE ST RM B110,HILLSVILLE,VA,24343,""
Charles City County,General Registrar,PO Box 146,"",Charles City,VA,23030,""
Charlotte County,General Registrar,PO BOX 118,"",CHARLOTTE COURT HOUSE ouse,VA,23923,""
Chesterfield County,General Registrar,PO Box 1690,"",Chesterfield,VA,23832,""
City of Alexandria,Office of Voter Registration & Elections,132 North Royal Street,Suite 100,Alexandria,VA,22314,""
City of Bedford,General Registrar,215 E Main St,"",Bedford,VA,24523,""
City of Bristol,General Registrar,300 Lee St Suite 101,"",Bristol,VA,24201,""
City of Buena Vista,General Registrar,"Courthouse, First Floor",2039 Sycamore Ave.,Buena Vista,VA,24416,""
City of Charlottesville,General Registrar,PO Box 911,"",Charlottesville,VA,22902,""
City of Chesapeake,General Registrar,PO Box 15225,"",Chesapeake,VA,23328,""
City of Colonial Heights,General Registrar,PO BOX 3401,"",COLONIAL HEIGHTS,VA,23834,""
City of Covington,General Registrar,515 E Pine St,"",Covington,VA,24426,""
City of Danville,General Registrar,515 Main Street,"",Danville,VA,24541,""
City of Emporia,General Registrar,PO Box 1092,"",Emporia,VA,23847,""
City of Fairfax,General Registrar,10455 Armstrong St,"",Fairfax,VA,22030,""
City of Falls Church,General Registrar,300 Park Ave,Rm 101E,Falls Church,VA,22046,""
City of Franklin,General Registrar,PO BOX  42,"",FRANKLIN,VA,23851,""
City of Fredericksburg,Office of Voter Registration & Elections,Executive Plaza,"601 Caroline Street, Suite 500-A",Fredericksburg,VA,22401,""
City of Galax,General Registrar,PO Box 1045,"",Galax,VA,24333,""
City of Hampton,General Registrar,"1919 Commerce Drive, Suite 280","",Hampton,VA,23666,""
City of Harrisonburg,General Registrar,PO Box 20031,"",Harrisonburg,VA,22801,""
City of Hopewell,General Registrar,309 N 2ND AVE,"",HOPEWELL,VA,23860,""
City of Lexington,General Registrar,PO Box 922,"",Lexington,VA,24450,""
City of Lynchburg,General Registrar,PO Box 10036,"",Lynchburg,VA,24506,""
City of Manassas,General Registrar,PO BOX 560,"",MANASSAS,VA,20108,""
City of Manassas Park,General Registrar,1 PARK CENTER CT,"",MANASSAS PARK,VA,20111,""
City of Martinsville,General Registrar,PO Box 1323,"",Martinsville,VA,24114,""
City of Newport News,General Registrar,2400 WASHINGTON AVE,"",NEWPORT NEWS,VA,23607,""
City of Norfolk,Norfolk Office of Elections,P.O. Box 1531,"",Norfolk,VA,23501,""
City of Norton,General Registrar,PO BOX 225,"",NORTON,VA,24273,""
City of Petersburg,General Registrar,PO Box 1031,"",Petersburg,VA,23804,""
City of Poquoson,General Registrar,500 CITY HALL AVE RM 139,"",POQUOSON,VA,23662,""
City of Portsmouth,General Registrar,City of Portsmouth,801 Crawford St  1st Fl,Portsmouth,VA,23704,""
City of Radford,General Registrar,619 2nd St,RM 143,Radford,VA,24141,""
City of Richmond,General Registrar,PO Box 61037,"",Richmond,VA,23261,""
City of Roanoke,General Registrar,PO BOY 1095,"",Roanoke,VA,24005,""
City of Salem,General Registrar,PO Box 203,"",Salem,VA,24153,""
City of Staunton,General Registrar,PO Box 58,"",Staunton,VA,24402,""
City of Suffolk,General Registrar,PO BOX 1966,"",SUFFOLK,VA,23439,""
City of Virginia Beach,General Registrar,PO BOX 6247,"",VIRGINIA BEACH,VA,23456,""
City of Waynesboro,Voter Registrar,250 S Wayne Ave,Ste 205,Waynesboro,VA,22980,""
City of Williamsburg,General Registrar,PO Box 3538,"",Williamsburg,VA,23187,""
City of Winchester,Voter Registration,107-A  N East Ln,"",Winchester,VA,22601,""
Clarke County,Clarke County Office of Elections,PO Box 555,101 Chamlers Ct,Berryville,VA,22611,""
Craig County,General Registrar,PO Box 8,155 Main St,New Castle,VA,24127,""
Culpeper County,General Registrar,151 N Main St STE 301,"",Culpeper,VA,22701,""
Cumberland County,General Registrar,PO BOX 125,"",CUMBERLAND,VA,23040,""
Dickenson County,General Registrar,PO BOX  1306,"",CLINTWOOD,VA,24228,""
Dinwiddie County,General Registrar,The Pamplin Building,14016 Boydton Plank Rd,Dinwiddie,VA,23841,""
Essex County,General Registrar,PO Box 1561,"",Tappahannock,VA,22560,""
Fairfax County,Fairfax County General Registrar,P.O. Box 10161,"",Fairfax,VA,22038,""
Fauquier County,County of Fauquier,General Registrar,32 WATERLOO STE 207,WARRENTON,VA,20186,""
Floyd County,General Registrar,100 East Main St,Room 302,Floyd,VA,24091,""
Fluvanna County,General Registrar,PO BOX 44,"",PALMYRA,VA,22963,""
Franklin County,General Registrar,1255 Franklin St STE 106,"",Rocky Mount,VA,24151,""
Frederick County,General Registrar,County Admin. Bldg.,"107 North Kent St., Ste. 102",Winchester,VA,22601,""
Giles County,General Registrar,201 N Main St  STE 1,"",Pearisburg,VA,24134,""
Gloucester County,General Registrar,PO Box 208,"",Gloucester,VA,23061,""
Goochland County,General Registrar,PO Boy 1013,"",Goochland,VA,23063,""
Grayson County,General Registrar,PO Box 449,"",Independence,VA,24348,""
Greene County,General Registrar,PO BOX 341,"",STANARDSVILLE,VA,22973,""
Greensville County,General Registrar,PO Box 1092,"",Emporia,VA,23847,""
Halifax County,General Registrar,PO Box 400,"",Halifax,VA,24558,""
Hanover County,General Registrar,PO Box 419,"",Hanover,VA,23069,""
Henrico County,General Registrar,PO BOX 90775,"",HENRICO,VA,23273,""
Henry County,General Registrar,PO Box 7,"",Collinsville,VA,24078,""
Highland County,General Registrar,PO Box 386,"",Monterey,VA,24465,""
Isle of Wight County,General Registrar,PO Box 77,"",Isle of Wight,VA,23397,""
James City County,James City County Voter Registration and Elections,PO Box 3567,"",Williamsburg,VA,23187,""
King and Queen County,General Registrar,PO BOX  56,"",KING QUEEN C H,VA,23085,""
King George County,General Registrar,PO BOX  1359,"",KING GEORGE,VA,22485,""
King William County,General Registrar,PO Box 173,"",King William,VA,23086,""
Lancaster County,General Registrar,PO Box 159,"",Lancaster,VA,22503,""
Lee County,General Registrar,PO Box 363,"",Jonesville,VA,24263,""
Loudoun County,Office of Elections and Voter Registration,750 Miller Drive SE  STE C,"",Leesburg,VA,20175,""
Louisa County,General Registrar,PO BOX 220,"",LOUISA,VA,23093,""
Lunenburg County,General Registrar,160 COURTHOUSE SQ,"",LUNENBURG,VA,23952,""
Madison County,General Registrar,PO BOX 267,"",MADISON,VA,22727,""
Mathews County,General Registrar,PO Box 328,"",Mathews,VA,23109,""
Mecklenburg County,General Registrar,PO BOX 436,"",BOYDTON,VA,23917,""
Middlesex County,General Registrar,PO BOX 358,"",SALUDA,VA,23149,""
Montgomery County,General Registrar,755 ROANOKE ST STE 1F,"",CHRISTIANSBURG,VA,24073,""
Nelson County,General Registrar,PO BOX  292,"",LOVINGSTON,VA,22949,""
New Kent County,General Registrar,PO Box 128,"",New Kent,VA,23124,""
Northampton County,General Registrar,Po Box 510,"",Eastville,VA,23347,""
Northumberland County,General Registrar,PO Box 84,"",Heathsville,VA,22473,""
Nottoway County,General Registrar,PO Box 24,"",Nottoway,VA,23955,""
Orange County,General Registrar,146 Madison Road,Suite 204,Orange,VA,22960,""
Page County,General Registrar,103 S COURT ST STE D,"",LURAY,VA,22835,""
Patrick County,General Registrar,PO Box 635,"",Stuart,VA,24171,""
Pittsylvania County,General Registrar,110 Old Chatham Elementary Ln,"",Chatham,VA,24531,""
Powhatan County,Powhatan County Voter Registrar's Office,3910 OLD BUCKINGHAM RD STE E,"",POWHATAN,VA,23139,""
Prince Edward County,General Registrar,PO Box J,"",Farmville,VA,23901,""
Prince George County,General Registrar,PO Box 34,"",Prince George,VA,23875,""
Prince William County,General Registrar,"9250 Lee Ave, Ste 1","",Manassas,VA,20110,""
Pulaski County,General Registrar,87 Commerce Street,"",Pulaski,VA,24301,""
Rappahannock County,Director of Elections,PO Box 236,"",Washington,VA,22747,""
Richmond County,General Registrar,PO Box 1000,"",Warsaw,VA,22572,""
Roanoke County,General Registrar,PO BOX 20884,"",ROANOKE,VA,24018,""
Rockbridge County,General Registrar,150 S Main St,"",Lexington,VA,24450,""
Rockingham County,General Registrar,20 E Gay Street,"",Harrisonburg,VA,22802,""
Russell County,General Registrar,PO Box 383,"",Lebanon,VA,24266,""
Scott County,General Registrar,PO Box 1892,104 Jones St,Gate City,VA,24251,""
Shenandoah County,General Registrar,600 N Main St STE 103,"",Woodstock,VA,22664,""
Smyth County,General Registrar,121 Bagley Cir STE 108,"",Marion,VA,24354,""
Southampton County,General Registrar,PO Box 666,"",Courtland,VA,23837,""
Spotsylvania County,General Registrar,PO Box 133,"",Spotsylvania,VA,22553,""
Stafford County,General Registrar,PO BOX  301,"",STAFFORD,VA,22555,""
Surry County,General Registrar,PO BOX 264,"",SURRY,VA,23883,""
Sussex County,General Registrar,PO Box 1302,"",Sussex,VA,23884,""
Tazewell County,General Registrar,PO Box 201,"",Tazewell,VA,24651,""
Warren County,General Registrar,220 N Commerce Ave,Ste 700,Front Royal,VA,22630,""
Washington County, Washington County Department of Elections,PO Box 37,"",Abingdon,VA,24211,""
Westmoreland County,General Registrar,PO Box 354,"",Montross,VA,22520,""
Wise County,General Registrar,PO Box 309,"",Wise,VA,24293,""
Wythe County,General Registrar,245 S 4th St STE 101,"",Wytheville,VA,24382,""
York County,General Registrar,PO BOX 451,"",YORKTOWN,VA,23690,""
Adams County,County Auditor,210 W BROADWAY AVE,"",RITZVILLE,WA,99169,""
Asotin County,County Auditor,PO BOX 29,"",ASOTIN,WA,99402,""
Benton County,County Auditor,PO Box 470,"",Prosser,WA,99350,""
Chelan County,County Auditor,350 Orondo Ave,"Level 3, Ste 306",Wenatchee,WA,98801,""
Clallam County,Clallam County Auditor,223 E 4TH ST STE 1,"",PORT ANGELES,WA,98362,""
Clark County,County Auditor - Elections,PO Box 8815,"",Vancouver,WA,98666,""
Columbia County,County Auditor,341 E MAIN ST,"",DAYTON,WA,99328,""
Cowlitz County,Cowlitz County Auditor (Elections Dept),207 4th Ave N Rm 107,"",Kelso,WA,98626,""
Douglas County,County Auditor,PO BOX 456,"",WATERVILLE,WA,98858,""
Ferry County,County Auditor,350 E Delaware Ave #2,"",Republic,WA,99166,""
Franklin County,Franklin County Auditor,PO Box 1451,"",Pasco,WA,99301,""
Garfield County,County Auditor,PO Box 278,"",Pomeroy,WA,99347,""
Grant County,County Auditor,PO Box 37,"",Ephrata,WA,98823,""
Grays Harbor County,County Auditor,100 W. Broadway,Suite 2,Montesano,WA,98563,""
Island County,Island County Auditor Election Office,PO Box 1410,"",Coupeville,WA,98239,""
Jefferson County,Jefferson County Auditor,PO Box 563,"",Port Townsend,WA,98368,""
King County,King County Elections,919 SW Grady Way,Suite 100,Renton,WA,98057,""
Kitsap County,Kitsap County Auditor,"614 Division St, MS-31","",Port Orchard,WA,98366,""
Kittitas County,County Auditor,205 W 5th Ave Ste 105,"",Ellensburg,WA,98926,""
Klickitat County,County Auditor,205 S. Columbus Avenue,Stop 2,Goldendale,WA,98620,""
Lewis County,County Auditor,PO Box 29,"",Chehalis,WA,98532,""
Lincoln County,County Auditor,PO BOX 28,"",DAVENPORT,WA,99122,""
Mason County,Mason County Auditor-Election Dept.,PO Box 400,"",Shelton,WA,98584,""
Okanogan County,Okanogan County Auditor,PO BOX 1010,"",OKANOGAN,WA,98840,""
Pacific County,County Auditor,PO Box 97,"",South Bend,WA,98586,""
Pend Oreille County,County Auditor,PO Box 5015,"",Newport,WA,99156,""
Pierce County,Pierce County Elections,2501 S 35th Street Suite C,"",Tacoma,WA,98409,""
San Juan County,County Auditor,PO BOX 638,"",FRIDAY HARBOR,WA,98250,""
Skagit County,Skagit County Auditor,PO Box 1306,"",Mount Vernon,WA,98273,""
Skamania County,Skamania County Elections,PO BOX 790,"",STEVENSON,WA,98648,""
Snohomish County,Snohomish County Elections,Auditor's Office,3000 Rockefeller Ave M/S 505,Everett,WA,98201,""
Spokane County,County Auditor,1033 W GARDNER AVE,"",SPOKANE,WA,99260,""
Stevens County,County Auditor,215 S OAK ST RM 106,"",COLVILLE,WA,99114,""
Thurston County,Thurston County Auditor,2000 Lakeridge Dr. SW,"",Olympia,WA,98502,""
Wahkiakum County,County Auditor,PO Box 543,"",Cathlamet,WA,98612,""
Walla Walla County,Walla Walla County Auditor,PO BOX 2176,"",WALLA WALLA,WA,99362,""
Whatcom County,Whatcom County Auditor,"311 Grand Avenue, Suite 103","",Bellingham,WA,98225,""
Whitman County,County Auditor,PO BOX 191,"",COLFAX,WA,99111,""
Yakima County,Yakima County Auditor,PO BOX 12570,"",YAKIMA,WA,98909,""
Barbour County,Clerk of the County Commission,8 N Main St,"",Philippi,WV,26416,""
Berkeley County,Clerk of the County Commission,100 W King St Rm1,"",Martinsburg,WV,25401,""
Boone County,Clerk of the County Commission,200 State St   Suite 104,"",Madison,WV,25130,""
Braxton County,County Clerk,PO Box 486,"",Sutton,WV,26601,""
Brooke County,Clerk of the County Commission,201 Courthouse Square,"",Wellsburg,WV,26070,""
Cabell County,Clerk of the County Commission,750 5th Ave Ste108,"",Huntington,WV,25701,""
Calhoun County,Clerk of the County Commission,PO Box 230,"",Grantsville,WV,26147,""
Clay County,Clerk of the County Commission,PO Box 190,"",Clay,WV,25043,""
Doddridge County,Clerk of the County Commission,118 E Court St. Rm102,"",West Union,WV,26456,""
Fayette County,Clerk of the County Commission,PO Box 569,"",Fayetteville,WV,25840,""
Gilmer County,Clerk of the County Commission,10 Howard St,"",Glenville,WV,26351,""
Grant County,Clerk of the County Commission,5 Highland Ave,"",Petersburg,WV,26847,""
Greenbrier County,Clerk of the County Commission,PO Box 506,"",Lewisburg,WV,24901,""
Hampshire County,Clerk of the County Commission,PO Box 806,"",Romney,WV,26757,""
Hancock County,Clerk of the County Commission,PO Box 367,"",New Cumberland,WV,26047,""
Hardy County,Clerk of the County Commission,"204 Washington St, Rm111","",Moorefield,WV,26836,""
Harrison County,Clerk of the County Commission,301 W Main St,"",Clarksburg,WV,26301,""
Jackson County,Clerk of the County Commission,PO Box 800,"",Ripley,WV,25271,""
Jefferson County,Clerk of the County Commission,PO Box 208,"",Charles Town,WV,25414,""
Kanawha County,Clerk of the County Commission,PO Box 3226,"",Charleston,WV,25332,""
Lewis County,Clerk of the County Commission,110 Center Avenue,"",Weston,WV,26452,""
Lincoln County,Clerk of the County Commission,PO Box 497,"",Hamlin,WV,25523,""
Logan County,Clerk of the County Commission,Logan County Courthouse,"300 Stratton St, Rm 102",Logan,WV,25601,""
McDowell County,Clerk of the County Commission,90 Wyoming St Ste109,"",Welch,WV,24801,""
Marion County,Clerk of the County Commission,PO Box 1267,"",Fairmont,WV,26555,""
Marshall County,Clerk of the County Commission,PO Box 459,"",Moundsville,WV,26041,""
Mason County,Clerk of the County Commission,200 6th St,"",Point Pleasant,WV,25550,""
Mercer County,Clerk of the County Commission,1501 Main St. Ste 121,"",Princeton,WV,24740,""
Mineral County,Clerk of the County Commission,150 Armstrong St,"",Keyser,WV,26726,""
Mingo County,Clerk of the County Commission,PO Box 1197,"",Williamson,WV,25661,""
Monongalia County,Clerk of the County Commission,County Courthouse,243 High St Rm 123,Morgantown,WV,26505,""
Monroe County,Clerk of the County Commission,PO Box 350,"",Union,WV,24983,""
Morgan County,Clerk of the County Commission,County Courthouse,"77 Fairfax St., Ste 1A",Berkeley Springs,WV,25411,""
Nicholas County,Clerk of the County Commission,700 Main St Ste 2,"",Summersville,WV,26651,""
Ohio County,Voter Registration Office,1500 Chapline St Rm 215,"",Wheeling,WV,26003,""
Pendleton County,Clerk of the County Commission,PO Box 1167,"",Franklin,WV,26807,""
Pleasants County,Clerk of the County Commission,301 Court Ln Rm 101,"",St. Marys,WV,26170,""
Pocahontas County,Clerk of the County Commission,900-C Tenth Ave,"",Marlinton,WV,24954,""
Preston County,County Clerk,106 W Main St Ste 103,"",Kingwood,WV,26537,""
Putnam County,Clerk of the County Commission,12093 Winfield Rd STE 3,"",Winfield,WV,25213,""
Raleigh County,Clerk of the County Commission,County Courthouse,215 Main St,Beckley,WV,25801,""
Randolph County,Clerk of the County Commission,County Courthouse,4 Randolph Ave,Elkins,WV,26241,""
Ritchie County,Clerk of the County Commission,115 E Main St,Room 201,Harrisville,WV,26362,""
Roane County,Clerk of the County Commission,County Courthouse,200 Main St,Spencer,WV,25276,""
Summers County,Clerk of the County Commission,PO Box 97,"",Hinton,WV,25951,""
Taylor County,Clerk of the County Commission,214 W Main St Rm 101,"",Grafton,WV,26354,""
Tucker County,Clerk of the County Commission,"215 First Street, STE 3",Suite 201,Parsons,WV,26287,""
Tyler County,Clerk of the County Commission,PO Box 66,"",Middlebourne,WV,26149,""
Upshur County,Clerk of the County Commission,40 W Main St,RM 101,Buckhannon,WV,26201,""
Wayne County,Clerk of the County Commission,PO Box 248,"",Wayne,WV,25570,""
Webster County,Clerk of the County Commission,2 Court Sq Rm G-1,"",Webster Springs,WV,26288,""
Wetzel County,Clerk of the County Commission,PO Box 156,"",New Martinsville,WV,26155,""
Wirt County,Clerk of the County Commission,PO Box 53,"",Elizabeth,WV,26143,""
Wood County,Clerk of the County Commission,PO Box 1474,"",Parkersburg,WV,26102,""
Wyoming County,Clerk of the County Commission,PO Box 309,"",Pineville,WV,24874,""
Albany County,Albany County Clerk,525 E. Grand Ave. Room 202,"",Laramie,WY,82070,""
Big Horn County,County Clerk,PO Box 31,"",Basin,WY,82410,""
Campbell County,County Clerk,PO Box 3010,"",Gillette,WY,82717,""
Carbon County,County Clerk,PO Box 6,"",Rawlins,WY,82301,""
Converse County,County Clerk,107 North 5th Street,Suite 114,Douglas,WY,82633,""
Crook County,Crook County Clerk,PO Box 37,"",Sundance,WY,82729,""
Fremont County,County Clerk,450 N 2nd St,Room 220,Lander,WY,82520,""
Goshen County,County Clerk,PO Box 160,"",Torrington,WY,82240,""
Hot Springs County,County Clerk,415 Arapahoe,"",Thermopolis,WY,82443,""
Johnson County,County Clerk,76 North Main Street,"",Buffalo,WY,82834,""
Laramie County,County Clerk,PO Box 608,"",Cheyenne,WY,82003,""
Lincoln County,County Clerk,"925 Sage Ave., Ste. 101","",Kemmerer,WY,83101,""
Natrona County,County Clerk,PO Box 863,"",Casper,WY,82602,""
Niobrara County,County Clerk,PO Box 420,"",Lusk,WY,82225,""
Park County,County Clerk,Park County Courthouse,1002 Sheridan Avenue,Cody,WY,82414,""
Platte County,Platte County Clerk,PO Drawer 728,"",Wheatland,WY,82201,""
Sheridan County,County Elections,224 South Main Street,Suite B-2,Sheridan,WY,82801,""
Sublette County,County Clerk,PO Box 250,"",Pinedale,WY,82941,""
Sweetwater County,County Clerk,"80 West Flaming Gorge Way, Suite 150","",Green River,WY,82935,""
Teton County,County Clerk,PO Box 1727,"",Jackson,WY,83001,""
Uinta County,County Clerk,PO Box 810,"",Evanston,WY,82931,""
Washakie County,County Clerk,PO Box 260,"",Worland,WY,82401,""
Weston County,Weston County Clerk,1 West Main,"",Newcastle,WY,82701,""
Alamance County,Alamance County Board of Elections,115 S Maple St,"",Graham,NC,27253,""
Alexander County,Board of Elections,PO Box 326,"",Taylorsville,NC,28681,""
Alleghany County,Board of Elections,PO Box 65,"",Sparta,NC,28675,""
Anson County,Anson County Board of Elections,PO Box 768,"",Wadesboro,NC,28170,""
Ashe County,Board of Elections,150 Government Cir Ste 2100,"",Jefferson,NC,28640,""
Avery County,Avery Board of Elections,PO Box 145,"",Newland,NC,28657,""
Beaufort County,Board of Elections,PO Box 1016,"",Washington,NC,27889,""
Bertie County,Board of Elections,PO Box 312,"",Windsor,NC,27983,""
Bladen County,Board of Elections,PO Box 512,"",Elizabethtown,NC,28337,""
Brunswick County,Board of Elections,PO Box 2,"",Bolivia,NC,28422,""
Buncombe County,Board of Elections,PO Box 7468,"",Asheville,NC,28802,""
Burke County,Board of Elections,PO Box 798,"",Morganton,NC,28680,""
Cabarrus County,Cabarrus Board of Elections,PO Box 1315,"",Concord,NC,28026,""
Caldwell County,Board of Elections,PO Box 564,"",Lenoir,NC,28645,""
Camden County,Board of Elections,PO Box 206,"",Camden,NC,27921,""
Carteret County,Board of Elections,1702 Live Oak St,Suite 200,Beaufort,NC,28516,""
Caswell County,Board of Elections,PO Box 698,"",Yanceyville,NC,27379,""
Catawba County,Board of Elections,PO Box 132,"",Newton,NC,28658,""
Chatham County,Board of Elections,PO Box 111,"",Pittsboro,NC,27312,""
Cherokee County,Board of Elections,40 Peachtree St,"",Murphy,NC,28906,""
Chowan County,Board of Elections,PO Box 133,"",Edenton,NC,27932,""
Clay County,Board of Elections,54 Church St,"",Hayesville,NC,28904,""
Cleveland County,Board of Elections,PO Box 1299,"",Shelby,NC,28151,""
Columbus County,Board of Elections,PO Box 37,"",Whiteville,NC,28472,""
Craven County,Board of Elections,406 Craven St,"",New Bern,NC,28560,""
Cumberland County,Board of Elections,227 Fountainhead Lane,"",Fayetteville,NC,28301,""
Currituck County,Board of Elections,PO Box 177,"",Currituck,NC,27929,""
Dare County,Board of Elections,PO Box 1000,"",Manteo,NC,27954,""
Davidson County,Board of Elections,PO Box 1084,"",Lexington,NC,27293,""
Davie County,Board of Elections,161 Poplar St,Ste. 102,Mocksville,NC,27028,""
Duplin County,Board of Elections,PO Box 975,"",Kenansville,NC,28349,""
Durham County,Board of Elections,PO Box 868,"",Durham,NC,27702,""
Edgecombe County,Board of Elections,PO Box 10,"",Tarboro,NC,27886,""
Forsyth County,Board of Elections,201 N. Chestnut St,"",Winston Salem,NC,27101,""
